time,open,high,low,close,volume
1571947200,7464.77,7468.27,7409.0,7411.35,7003.306
1571961600,7410.07,7456.63,7409.6,7438.15,7677.480000000003
1571976000,7438.15,7467.33,7359.0,7458.9,9057.398000000005
1571990400,7458.32,7638.51,7440.0,7575.06,14774.859999999995
1572004800,7574.65,8564.68,7573.62,8264.52,39712.60499999998
1572019200,8267.5,8800.0,8257.25,8631.73,73559.93299999999
1572033600,8633.45,8703.62,8539.79,8650.0,20336.649999999994
1572048000,8650.0,10408.48,8626.89,9563.07,99990.23000000004
1572062400,9566.68,9804.19,9310.36,9488.0,31227.73799999998
1572076800,9488.0,9488.0,8951.62,9230.04,36022.27699999998
1572091200,9230.03,9450.0,9034.57,9199.9,37643.010999999984
1572105600,9199.89,9240.0,8873.98,9004.0,29995.866
1572120000,9004.0,9300.73,9001.87,9232.22,13282.038999999997
1572134400,9234.75,9385.0,9101.0,9136.84,11883.70400000001
1572148800,9136.83,9229.98,9066.07,9158.0,6980.510000000002
1572163200,9158.01,9666.0,9157.25,9283.98,33020.958000000006
1572177600,9284.77,9624.53,9215.0,9530.21,40721.459
1572192000,9531.36,9803.83,9381.34,9719.99,41185.79499999999
1572206400,9720.04,9768.82,9430.0,9533.32,29751.592999999975
1572220800,9534.37,9930.13,9531.99,9631.12,36414.72999999998
1572235200,9630.95,9693.23,9282.12,9447.25,29999.714000000004
1572249600,9447.25,9486.14,9282.83,9425.0,19142.267000000007
1572264000,9423.11,9437.94,9254.47,9389.96,20991.909000000003
1572278400,9389.98,9493.0,9334.28,9410.59,26704.180000000008
1572292800,9409.35,9494.0,9156.03,9217.36,22347.17500000001
1572307200,9215.78,9315.19,9200.0,9299.0,9694.665
1572321600,9299.48,9569.1,9299.43,9455.0,29813.443000000007
1572336000,9454.58,9499.99,9356.7,9444.65,17378.06299999999
1572350400,9442.78,9475.0,9269.0,9354.63,22639.24900000002
1572364800,9352.65,9411.92,9070.0,9233.39,24387.808000000005
1572379200,9231.38,9492.86,9221.15,9415.02,20789.78600000001
1572393600,9415.02,9418.65,9235.25,9288.18,17681.780999999995
1572408000,9287.69,9344.0,9155.0,9176.05,16892.44
1572422400,9176.08,9253.0,9005.41,9108.87,18242.143999999997
1572436800,9108.88,9181.0,8975.72,9102.91,19729.118000000002
1572451200,9103.86,9213.32,9020.0,9213.28,16883.725000000013
1572465600,9213.2,9240.0,9136.84,9165.3,9035.65
1572480000,9163.4,9216.0,9065.0,9110.0,8839.037000000006
1572494400,9109.0,9214.64,9079.92,9108.25,11664.663999999993
1572508800,9106.53,9160.42,8933.0,9121.0,18441.223000000013
1572523200,9122.0,9438.64,9119.11,9218.7,28062.57800000001
1572537600,9218.7,9272.0,9202.0,9220.35,11594.52600000001
1572552000,9221.45,9250.0,9011.0,9150.0,20234.015999999974
1572566400,9149.88,9155.0,9060.0,9073.9,8388.483999999997
1572580800,9073.9,9147.4,9051.0,9110.0,6434.651999999999
1572595200,9110.46,9280.0,9097.0,9166.17,19534.015000000007
1572609600,9166.17,9258.32,9062.0,9084.37,22943.062000000013
1572624000,9084.37,9215.0,9050.27,9171.05,14777.766999999989
1572638400,9169.9,9270.0,9169.89,9231.01,15178.96900000001
1572652800,9231.7,9267.83,9202.08,9235.12,8695.994999999999
1572667200,9235.1,9238.0,9194.98,9215.0,5808.531000000004
1572681600,9215.0,9249.0,9200.01,9239.99,6638.689
1572696000,9239.91,9375.0,9204.0,9320.0,19711.852000000014
1572710400,9319.0,9335.0,9266.0,9314.01,9817.901999999995
1572724800,9314.0,9314.24,9270.0,9287.8,5929.085999999998
1572739200,9288.96,9366.69,9287.95,9335.07,8889.756
1572753600,9333.61,9333.61,9223.53,9246.2,10255.878999999992
1572768000,9246.2,9250.4,9107.43,9160.31,18905.707000000006
1572782400,9160.31,9192.68,9105.0,9180.97,12151.060999999996
1572796800,9180.97,9193.0,9121.0,9142.12,8999.484000000004
1572811200,9143.43,9240.0,9073.0,9197.88,16410.835
1572825600,9197.86,9211.0,9142.0,9158.41,7475.8460000000005
1572840000,9158.41,9200.0,9126.01,9187.52,7214.563
1572854400,9187.0,9268.0,9158.0,9259.38,12777.411000000007
1572868800,9259.38,9320.0,9231.3,9292.66,15820.214999999998
1572883200,9292.68,9323.76,9245.7,9261.96,11508.208000000006
1572897600,9261.42,9550.0,9261.41,9395.46,35637.11400000001
1572912000,9395.47,9457.13,9360.0,9410.0,13464.578000000005
1572926400,9410.0,9410.01,9164.33,9231.88,20719.659999999996
1572940800,9233.05,9333.0,9201.45,9292.69,17579.201
1572955200,9292.22,9393.03,9221.0,9371.76,26053.391999999993
1572969600,9372.15,9420.0,9250.0,9395.48,20280.421
1572984000,9394.96,9421.24,9294.0,9313.2,15640.973999999997
1572998400,9313.1,9338.32,9272.0,9310.0,9785.854999999992
1573012800,9310.0,9450.0,9305.1,9392.61,16963.295999999995
1573027200,9392.64,9407.44,9341.39,9380.01,13767.997999999996
1573041600,9380.01,9398.0,9315.0,9343.58,12337.127000000008
1573056000,9343.6,9343.6,9259.48,9302.74,11588.063999999995
1573070400,9303.31,9369.0,9281.0,9343.6,9325.571
1573084800,9344.29,9381.93,9280.0,9309.47,11404.271
1573099200,9308.1,9322.48,9220.0,9266.98,12617.367999999997
1573113600,9267.0,9275.0,9163.89,9206.51,17937.826999999987
1573128000,9206.49,9243.0,9130.0,9198.06,13978.106999999995
1573142400,9198.56,9238.0,9186.0,9209.8,7279.434999999999
1573156800,9209.8,9269.0,9091.2,9219.64,14172.560999999994
1573171200,9221.63,9256.7,9180.0,9244.13,9176.255000000001
1573185600,9244.13,9259.3,9120.0,9148.5,11813.122999999998
1573200000,9148.66,9184.73,8938.81,9033.3,31914.968999999994
1573214400,9033.39,9040.92,8669.85,8821.33,61316.251999999986
1573228800,8823.66,8853.98,8720.0,8804.73,22435.076999999994
1573243200,8805.0,8899.85,8765.63,8775.03,15195.483999999999
1573257600,8775.6,8841.66,8730.0,8833.09,12135.259999999998
1573272000,8832.6,8878.0,8805.05,8822.48,9792.024000000005
1573286400,8821.6,8864.0,8810.0,8820.75,7897.426999999995
1573300800,8820.68,8873.28,8762.99,8801.29,15101.070000000003
1573315200,8801.58,8827.62,8727.0,8761.73,13729.052000000007
1573329600,8761.7,8831.92,8759.87,8811.15,8191.559
1573344000,8811.3,8811.3,8760.0,8777.61,6219.800000000003
1573358400,8778.49,8889.02,8777.9,8850.03,13647.846000000003
1573372800,8848.51,8873.0,8816.1,8832.35,8868.213000000002
1573387200,8832.34,8857.18,8787.01,8804.15,10482.929
1573401600,8803.84,9187.0,8792.01,9049.13,37736.07200000001
1573416000,9049.13,9100.0,9027.01,9041.31,14144.337000000003
1573430400,9041.31,9072.91,9013.0,9024.05,8391.050999999998
1573444800,9024.05,9039.0,8720.0,8814.38,34144.183000000005
1573459200,8814.22,8814.95,8611.11,8727.17,32239.841000000004
1573473600,8725.51,8750.0,8689.79,8720.27,14622.005
1573488000,8719.62,8803.83,8698.78,8759.99,14293.081999999997
1573502400,8760.0,8761.73,8700.0,8728.93,9683.599999999991
1573516800,8729.89,8779.66,8706.17,8741.12,9561.880000000001
1573531200,8740.86,8789.68,8722.61,8769.4,9663.799999999994
1573545600,8769.18,8770.0,8710.0,8746.84,9784.87
1573560000,8746.85,8889.06,8552.12,8701.78,50425.27
1573574400,8701.78,8780.0,8680.03,8765.88,14965.851000000008
1573588800,8765.88,8818.0,8746.16,8817.0,13118.875000000005
1573603200,8817.94,8838.0,8725.44,8732.04,8183.993000000004
1573617600,8732.04,8764.0,8712.0,8741.63,5984.761999999999
1573632000,8741.6,8814.42,8733.15,8771.16,14228.527000000004
1573646400,8771.2,8796.0,8732.0,8751.33,11846.509000000005
1573660800,8751.95,8784.0,8742.3,8775.87,8901.914999999997
1573675200,8775.89,8790.0,8758.0,8774.76,9440.104999999992
1573689600,8774.78,8798.06,8740.0,8760.1,8304.376999999995
1573704000,8760.19,8769.0,8649.4,8667.46,21228.764999999992
1573718400,8669.29,8669.29,8581.39,8634.99,22115.393000000007
1573732800,8635.0,8697.71,8605.85,8641.63,19480.925999999992
1573747200,8641.63,8664.79,8626.36,8645.02,8365.949999999999
1573761600,8645.47,8677.0,8641.05,8642.25,7604.584000000005
1573776000,8642.47,8655.46,8515.0,8556.28,25940.412999999993
1573790400,8556.28,8604.4,8543.0,8571.99,12392.133000000002
1573804800,8571.98,8780.0,8568.98,8630.0,37798.12200000002
1573819200,8630.01,8685.0,8380.0,8476.55,43807.024999999965
1573833600,8476.51,8498.01,8430.89,8486.46,14495.609999999997
1573848000,8486.46,8532.56,8451.78,8473.27,11169.194000000009
1573862400,8473.3,8489.1,8435.0,8454.36,8178.912999999998
1573876800,8454.49,8511.8,8453.69,8478.96,6737.25
1573891200,8479.17,8540.54,8455.0,8481.0,14084.876000000004
1573905600,8480.43,8526.0,8460.0,8491.7,11395.141
1573920000,8492.2,8504.0,8471.01,8475.0,4048.062
1573934400,8474.28,8492.65,8455.0,8491.06,4212.798000000002
1573948800,8491.18,8518.79,8476.0,8482.21,4165.617000000002
1573963200,8483.6,8492.0,8382.87,8427.14,5894.347
1573977600,8425.14,8588.0,8355.78,8518.91,25592.907999999992
1573992000,8519.01,8573.59,8512.18,8529.48,11248.599999999991
1574006400,8529.48,8566.61,8527.29,8553.51,7229.625000000001
1574020800,8553.18,8631.0,8481.73,8504.04,18021.169000000005
1574035200,8504.13,8504.71,8417.0,8477.2,13046.814999999997
1574049600,8477.6,8495.0,8425.0,8449.85,10726.039999999999
1574064000,8450.11,8495.0,8423.49,8444.99,9713.147
1574078400,8444.65,8465.33,8372.07,8410.0,19270.293
1574092800,8410.0,8434.0,8050.0,8211.8,57733.96599999999
1574107200,8211.61,8239.41,8162.78,8183.26,12986.881
1574121600,8183.3,8212.87,8136.0,8151.95,9683.288
1574136000,8151.96,8170.17,8091.77,8124.36,16004.20900000001
1574150400,8125.0,8170.0,8000.0,8071.93,28296.059999999998
1574164800,8071.58,8117.27,8015.0,8098.06,26946.031
1574179200,8097.93,8154.85,8051.61,8108.04,18838.314999999988
1574193600,8107.9,8158.59,8076.47,8131.7,11086.127000000006
1574208000,8131.12,8155.0,8092.01,8128.34,8961.361999999996
1574222400,8128.32,8145.14,8077.86,8117.89,9711.847000000002
1574236800,8117.8,8130.0,8037.5,8088.44,16846.03100000001
1574251200,8088.33,8150.0,8066.0,8126.41,17068.963999999996
1574265600,8127.52,8230.0,8070.02,8086.92,24708.622999999996
1574280000,8086.84,8115.0,8067.0,8094.05,10055.553
1574294400,8094.57,8131.51,8080.0,8121.7,6752.0109999999995
1574308800,8122.04,8124.39,8072.1,8086.37,9388.904999999997
1574323200,8086.37,8091.44,7855.0,7871.42,46821.16899999999
1574337600,7872.46,7915.0,7432.0,7625.58,76228.84600000002
1574352000,7625.09,7653.0,7545.25,7625.71,24655.85299999999
1574366400,7625.79,7657.57,7571.62,7621.9,16442.404999999995
