time,open,high,low,close,volume
1568246400,10163.06,10205.46,10141.11,10155.22,685.695
1568250000,10156.98,10173.34,10124.47,10124.55,675.7209999999999
1568253600,10124.55,10133.95,10085.88,10111.76,653.0729999999999
1568257200,10111.22,10139.5,10090.81,10113.43,689.8360000000001
1568260800,10116.97,10129.19,10070.01,10078.37,594.707
1568264400,10077.71,10103.09,10072.1,10079.86,634.959
1568268000,10080.29,10083.62,10042.12,10066.37,629.742
1568271600,10067.03,10088.61,10057.85,10078.96,643.1899999999999
1568275200,10079.76,10151.44,10076.95,10147.32,642.5680000000001
1568278800,10147.71,10171.93,10118.59,10121.65,620.9579999999999
1568282400,10123.64,10177.88,10122.75,10153.96,643.952
1568286000,10152.45,10187.9,10137.45,10170.93,624.0339999999999
1568289600,10170.0,10239.21,10170.0,10239.21,611.1280000000002
1568293200,10235.34,10360.13,10219.15,10343.84,636.117
1568296800,10337.06,10357.05,10272.77,10305.07,642.2979999999998
1568300400,10304.72,10365.15,10283.92,10326.58,639.457
1568304000,10327.25,10349.91,10239.42,10269.94,725.1040000000002
1568307600,10272.72,10295.8,10266.14,10295.8,620.3010000000003
1568311200,10295.8,10346.06,10288.08,10296.24,704.8860000000002
1568314800,10296.88,10323.67,10272.03,10308.8,673.8780000000003
1568318400,10301.82,10360.75,10300.85,10320.73,608.006
1568322000,10321.45,10400.0,10321.45,10388.87,655.8089999999999
1568325600,10390.01,10450.13,10374.96,10385.45,701.3179999999999
1568329200,10386.76,10415.13,10357.51,10415.13,652.897
1568332800,10414.96,10440.55,10368.98,10387.34,636.7349999999999
1568336400,10387.34,10387.5,10329.3,10335.68,606.5849999999999
1568340000,10335.35,10386.64,10332.83,10365.43,611.4700000000001
1568343600,10365.47,10369.57,10345.97,10364.64,628.9019999999999
1568347200,10364.82,10399.81,10324.68,10336.83,884.4849999999999
1568350800,10328.75,10343.52,10272.77,10291.89,929.2710000000001
1568354400,10290.67,10319.8,10274.97,10295.54,884.9080000000001
1568358000,10295.54,10296.46,10267.89,10284.03,890.9209999999999
1568361600,10283.68,10327.14,10255.25,10278.48,673.31
1568365200,10277.0,10320.84,10262.51,10306.43,835.9810000000001
1568368800,10306.94,10323.51,10272.02,10272.91,995.3649999999998
1568372400,10272.91,10307.47,10251.99,10306.52,839.3260000000002
1568376000,10306.52,10344.0,10292.58,10323.98,1026.479
1568379600,10324.82,10336.11,10286.27,10307.01,789.2750000000001
1568383200,10306.78,10306.78,10270.0,10286.2,861.441
1568386800,10286.2,10326.46,10281.34,10296.57,879.295
1568390400,10294.81,10309.92,10279.35,10296.3,784.5790000000001
1568394000,10300.05,10310.08,10190.0,10226.61,786.7899999999998
1568397600,10224.6,10243.17,10186.34,10220.93,803.7900000000001
1568401200,10222.58,10224.7,10186.65,10210.25,903.2369999999999
1568404800,10210.25,10256.81,10153.51,10253.79,734.3979999999999
1568408400,10254.01,10299.66,10231.31,10287.11,681.2680000000001
1568412000,10287.11,10288.11,10250.0,10277.15,679.7990000000001
1568415600,10280.45,10355.85,10258.7,10341.34,905.111
1568419200,10343.01,10353.72,10296.1,10309.03,824.0409999999999
1568422800,10308.11,10318.7,10290.0,10298.45,913.3149999999995
1568426400,10299.73,10307.34,10267.08,10276.41,716.649
1568430000,10276.41,10297.58,10268.21,10280.77,843.8980000000001
1568433600,10280.58,10287.02,10259.75,10278.74,778.7840000000001
1568437200,10276.03,10305.29,10274.48,10287.31,608.97
1568440800,10287.3,10296.38,10275.04,10283.68,739.6360000000002
1568444400,10283.68,10330.61,10280.31,10316.67,845.8919999999998
1568448000,10319.07,10348.0,10307.72,10313.11,923.669
1568451600,10311.91,10336.87,10288.78,10305.47,955.9430000000002
1568455200,10305.79,10321.53,10287.53,10306.88,704.5290000000001
1568458800,10307.91,10312.97,10289.05,10291.93,753.1440000000001
1568462400,10292.13,10300.05,10222.77,10272.68,895.7439999999999
1568466000,10268.69,10349.0,10267.7,10321.0,1057.0600000000002
1568469600,10321.0,10357.83,10311.82,10348.72,1221.3300000000004
1568473200,10346.15,10396.4,10315.0,10358.0,964.8340000000001
1568476800,10355.61,10358.08,10325.41,10349.79,876.6570000000002
1568480400,10351.84,10398.0,10351.84,10380.36,985.8080000000001
1568484000,10380.76,10389.14,10338.66,10382.01,852.7470000000002
1568487600,10382.71,10388.43,10355.73,10363.8,817.4669999999999
1568491200,10363.63,10397.96,10361.45,10395.11,787.3400000000003
1568494800,10395.04,10419.97,10317.39,10377.71,1011.8040000000002
1568498400,10377.74,10387.9,10325.56,10336.28,763.7320000000001
1568502000,10336.37,10349.03,10326.91,10332.25,813.631
1568505600,10332.25,10359.2,10312.05,10320.93,876.9799999999999
1568509200,10321.61,10337.19,10024.81,10332.65,1065.0889999999997
1568512800,10331.84,10335.0,10302.41,10323.43,840.4100000000001
1568516400,10323.43,10323.94,10288.0,10303.39,756.8839999999998
1568520000,10302.49,10318.16,10273.21,10312.4,832.4330000000002
1568523600,10310.76,10326.59,10301.13,10311.07,780.3390000000002
1568527200,10310.68,10324.16,10295.57,10312.47,701.7760000000001
1568530800,10314.16,10315.0,10292.86,10308.96,704.8189999999997
1568534400,10308.08,10308.4,10283.56,10288.89,809.7810000000003
1568538000,10288.89,10296.78,10268.55,10285.56,825.165
1568541600,10284.3,10318.49,10275.6,10310.23,780.9529999999999
1568545200,10308.83,10320.0,10289.66,10296.63,834.1429999999995
1568548800,10296.54,10311.91,10255.41,10309.2,869.155
1568552400,10309.2,10310.75,10268.59,10273.67,898.4780000000001
1568556000,10273.76,10291.0,10252.28,10270.47,1131.157
1568559600,10269.43,10317.29,10263.03,10306.37,857.081
