time,open,high,low,close,volume
1568246400,10163.06,10205.46,10124.47,10124.55,1361.4159999999997
1568253600,10124.55,10139.5,10085.88,10113.43,1342.9089999999997
1568260800,10116.97,10129.19,10070.01,10079.86,1229.666
1568268000,10080.29,10088.61,10042.12,10078.96,1272.9320000000005
1568275200,10079.76,10171.93,10076.95,10121.65,1263.5260000000005
1568282400,10123.64,10187.9,10122.75,10170.93,1267.9860000000003
1568289600,10170.0,10360.13,10170.0,10343.84,1247.2450000000001
1568296800,10337.06,10365.15,10272.77,10326.58,1281.7549999999999
1568304000,10327.25,10349.91,10239.42,10295.8,1345.4049999999993
1568311200,10295.8,10346.06,10272.03,10308.8,1378.7640000000008
1568318400,10301.82,10400.0,10300.85,10388.87,1263.8149999999998
1568325600,10390.01,10450.13,10357.51,10415.13,1354.2150000000008
1568332800,10414.96,10440.55,10329.3,10335.68,1243.3200000000002
1568340000,10335.35,10386.64,10332.83,10364.64,1240.372
1568347200,10364.82,10399.81,10272.77,10291.89,1813.7559999999996
1568354400,10290.67,10319.8,10267.89,10284.03,1775.8290000000002
1568361600,10283.68,10327.14,10255.25,10306.43,1509.2910000000004
1568368800,10306.94,10323.51,10251.99,10306.52,1834.6910000000007
1568376000,10306.52,10344.0,10286.27,10307.01,1815.7539999999995
1568383200,10306.78,10326.46,10270.0,10296.57,1740.735999999999
1568390400,10294.81,10310.08,10190.0,10226.61,1571.369
1568397600,10224.6,10243.17,10186.34,10210.25,1707.0270000000003
1568404800,10210.25,10299.66,10153.51,10287.11,1415.6660000000002
1568412000,10287.11,10355.85,10250.0,10341.34,1584.9099999999999
1568419200,10343.01,10353.72,10290.0,10298.45,1737.3560000000007
1568426400,10299.73,10307.34,10267.08,10280.77,1560.5469999999998
1568433600,10280.58,10305.29,10259.75,10287.31,1387.7540000000004
1568440800,10287.3,10330.61,10275.04,10316.67,1585.5280000000002
1568448000,10319.07,10348.0,10288.78,10305.47,1879.6120000000003
1568455200,10305.79,10321.53,10287.53,10291.93,1457.673000000001
1568462400,10292.13,10349.0,10222.77,10321.0,1952.8039999999996
1568469600,10321.0,10396.4,10311.82,10358.0,2186.1639999999998
1568476800,10355.61,10398.0,10325.41,10380.36,1862.4650000000006
1568484000,10380.76,10389.14,10338.66,10363.8,1670.2139999999995
1568491200,10363.63,10419.97,10317.39,10377.71,1799.1440000000007
1568498400,10377.74,10387.9,10325.56,10332.25,1577.3629999999994
1568505600,10332.25,10359.2,10024.81,10332.65,1942.0689999999995
1568512800,10331.84,10335.0,10288.0,10303.39,1597.294000000001
1568520000,10302.49,10326.59,10273.21,10311.07,1612.772
1568527200,10310.68,10324.16,10292.86,10308.96,1406.5950000000005
1568534400,10308.08,10308.4,10268.55,10285.56,1634.9460000000008
1568541600,10284.3,10320.0,10275.6,10296.63,1615.0960000000002
1568548800,10296.54,10311.91,10255.41,10273.67,1767.633
1568556000,10273.76,10317.29,10252.28,10306.37,1988.2380000000005
1568563200,10306.79,10332.61,10286.88,10309.03,1855.8339999999992
1568570400,10309.11,10310.04,10280.14,10294.68,1747.7140000000002
1568577600,10294.46,10310.95,10265.32,10289.03,1614.5329999999992
1568584800,10289.03,10316.45,10281.95,10302.22,1753.5309999999995
1568592000,10302.0,10353.81,10300.36,10338.57,1748.0809999999997
1568599200,10339.6,10353.79,10300.0,10300.07,1742.7069999999992
1568606400,10300.24,10325.0,10296.25,10312.37,1536.7179999999996
1568613600,10312.17,10312.17,10279.69,10302.3,1594.944
1568620800,10301.95,10316.71,10282.97,10302.35,1513.967
1568628000,10302.87,10309.77,10275.74,10282.74,1598.6559999999997
1568635200,10282.03,10282.03,10125.7,10148.74,2070.067000000001
1568642400,10150.25,10166.91,10115.0,10120.07,1478.8110000000004
1568649600,10117.4,10160.39,10080.7,10144.73,1727.208
1568656800,10144.35,10150.5,10115.7,10124.17,1691.8490000000004
1568664000,10120.37,10329.38,10119.29,10280.25,1872.4330000000002
1568671200,10282.77,10308.27,10228.92,10249.27,1610.1960000000001
1568678400,10257.3,10261.36,10175.2,10209.45,1813.2870000000003
1568685600,10208.81,10232.07,10187.88,10224.09,1742.7270000000008
1568692800,10225.02,10230.79,10165.0,10195.82,1995.4269999999995
1568700000,10194.31,10214.3,10179.84,10201.89,1858.104
1568707200,10202.92,10205.81,10136.77,10162.73,1974.8600000000004
1568714400,10161.19,10182.47,10158.0,10163.0,1816.1809999999998
1568721600,10162.7,10244.27,10151.62,10185.92,2092.6639999999993
1568728800,10185.57,10225.16,10173.89,10201.14,1767.3079999999995
1568736000,10201.09,10262.49,10200.39,10252.14,1910.5080000000003
1568743200,10251.56,10257.27,10214.64,10255.91,1772.9539999999997
1568750400,10256.52,10270.63,10192.09,10212.18,1911.2609999999988
1568757600,10212.7,10237.78,10171.37,10186.52,1864.3259999999998
1568764800,10183.87,10256.65,10183.87,10245.46,1815.2360000000003
1568772000,10245.57,10252.5,10192.04,10206.05,1758.2419999999995
1568779200,10206.02,10228.41,10196.26,10198.72,1756.2439999999992
1568786400,10197.7,10216.0,10185.6,10198.54,1675.2600000000002
1568793600,10199.39,10199.47,10150.0,10174.08,1739.9950000000001
1568800800,10174.39,10195.64,10150.0,10156.12,1517.5220000000002
1568808000,10156.7,10210.0,10097.92,10178.66,2054.248
1568815200,10179.78,10193.36,10151.0,10172.91,1948.8320000000008
1568822400,10172.84,10204.51,10132.51,10187.83,1906.6630000000005
1568829600,10186.17,10212.25,10166.54,10171.17,1434.0429999999997
1568836800,10172.65,10208.0,10143.0,10195.96,1720.521000000001
1568844000,10196.05,10211.9,10154.45,10155.16,1506.0889999999997
1568851200,10155.16,10185.55,10121.4,10124.97,1426.033
1568858400,10127.66,10144.83,9530.02,9821.97,3227.1089999999976
1568865600,9820.96,9916.0,9780.75,9893.16,2051.283000000001
1568872800,9893.02,9893.02,9851.0,9872.38,1845.0220000000002
1568880000,9872.71,9895.37,9853.01,9877.09,1897.3600000000008
1568887200,9877.17,9883.53,9820.0,9856.5,1961.8999999999999
1568894400,9856.5,9893.57,9845.11,9860.69,1959.034
1568901600,9862.1,9882.69,9846.97,9880.36,1618.7550000000006
1568908800,9882.0,10109.51,9875.25,10018.92,2923.843
1568916000,10018.69,10095.87,10005.07,10086.98,1947.529
1568923200,10088.91,10331.62,10088.91,10239.05,3338.4270000000015
1568930400,10239.0,10257.27,10202.51,10245.3,2032.4590000000005
1568937600,10247.7,10279.3,10184.95,10195.7,2175.1449999999995
1568944800,10194.33,10240.81,10154.7,10214.76,2055.712000000001
1568952000,10212.78,10222.92,10160.35,10161.05,1904.2870000000003
1568959200,10161.66,10191.4,10148.99,10156.45,1802.4070000000004
1568966400,10156.11,10187.1,10121.3,10144.17,1756.4860000000003
1568973600,10143.58,10178.28,10141.49,10173.72,1697.6730000000002
1568980800,10172.45,10236.19,10160.0,10181.25,2116.713999999999
1568988000,10180.9,10189.5,10141.31,10180.66,1949.6719999999996
1568995200,10179.55,10189.13,10070.5,10122.21,2116.301
1569002400,10122.22,10187.2,10122.22,10161.6,1870.7050000000004
1569009600,10161.4,10171.04,10070.67,10130.57,2001.3849999999998
1569016800,10130.14,10185.34,10130.14,10166.35,1819.423
1569024000,10166.56,10175.3,10135.82,10146.36,1747.2220000000002
1569031200,10147.93,10162.24,10116.8,10124.75,1915.6709999999996
1569038400,10124.35,10126.81,10080.52,10097.51,2007.5990000000002
